IMAGE_NAME,TFS,LOSS,M_LOSS,LOSS_NOT_AUG_BEF,LOSS_NOT_AUG_AFTER
"('carcinomas/7.png',)","(""'VerticalFlip'-'Transpose'-'Posterize'-'OpticalDistortion'-'RandomBrightness'-'RandomResizedCrop'"",)",0.19451457262039185,0.3047464470745939,1.2491785287857056,1.1174942255020142
"('leucoplasias/5.png',)","(""'HorizontalFlip'-'RandomRotate90'-'Solarize'-'ISONoise'-'Equalize'-'OpticalDistortion'-'RandomContrast'-'RandomBrightness'-'GaussNoise'-'GaussianBlur'-'RandomResizedCrop'"",)",0.6278095841407776,0.3095682849412534,0.6843739748001099,0.6087644696235657
"('carcinomas/55.png',)","(""'RandomRotate90'-'Equalize'-'Posterize'-'GridDistortion'-'RandomContrast'"",)",0.11369644850492477,0.3066878167583662,0.40758606791496277,0.3423090875148773
"('leucoplasias/44.png',)","(""'HorizontalFlip'-'RandomRotate90'-'Solarize'-'OpticalDistortion'-'GaussNoise'-'GaussianBlur'-'RandomResizedCrop'"",)",0.1336943358182907,0.30418066486068396,0.15644851326942444,0.16707327961921692
"('carcinomas/56.png',)","(""'VerticalFlip'-'RandomRotate90'-'Posterize'-'OpticalDistortion'-'RandomContrast'-'RandomBrightness'-'RandomGamma'-'GaussNoise'-'GaussianBlur'"",)",0.42040613293647766,0.30584102869033813,0.2735467553138733,0.25432536005973816
"('leucoplasias/33.png',)","(""'ISONoise'-'ElasticTransform'-'RandomBrightness'-'RandomGamma'"",)",0.15182533860206604,0.3036717936186723,0.16148142516613007,0.1609218418598175
"('carcinomas/21.png',)","(""'ISONoise'-'Equalize'-'OpticalDistortion'-'RandomGamma'"",)",0.15889251232147217,0.3016609702673223,0.16452717781066895,0.1781686395406723
"('leucoplasias/18.png',)","(""'RandomRotate90'-'Transpose'-'Solarize'-'ISONoise'-'Posterize'-'OpticalDistortion'-'RandomBrightness'-'RandomGamma'"",)",0.2113926112651825,0.30042441740427933,0.38693657517433167,0.3536767363548279
"('carcinomas/12.png',)","(""'HorizontalFlip'-'ISONoise'-'Equalize'-'ElasticTransform'-'RandomContrast'-'RandomGamma'-'GaussNoise'-'RandomResizedCrop'"",)",1.2774884700775146,0.31362798568364736,1.2948507070541382,1.3802618980407715
"('leucoplasias/2.png',)","(""'RandomRotate90'-'Transpose'-'GridDistortion'-'RandomGamma'-'GaussNoise'-'RandomResizedCrop'"",)",0.5392058491706848,0.3166356905301412,0.98485267162323,1.0060385465621948
"('leucoplasias/20.png',)","(""'VerticalFlip'-'RandomRotate90'-'Transpose'-'ISONoise'-'Posterize'-'OpticalDistortion'-'RandomContrast'-'RandomBrightness'-'GaussianBlur'-'RandomResizedCrop'"",)",0.12086378782987595,0.3140597444419798,0.3505801856517792,0.3458748459815979
